class_id,iou,dice,area_coarse,area_refined,edge_coarse,edge_refined,fractal_coarse,fractal_refined,t_coarse,t_refined
68,0.9362972793629728,0.9671007539408897,0.1139853263747069,0.10672415097193859,0.0696748506967485,0.073706591070163,1.4823500562580474,1.4601674077460696,0.003508329391479492,0.0280001163482666
69,0.934945054945055,0.9663789186732754,0.15093463369325438,0.14111558939145147,0.04879120879120879,0.049600376116596144,1.4936361439790173,1.5133179514747093,0.005999326705932617,0.05811476707458496
70,0.9340355497037525,0.9658928449860111,0.5232698336146612,0.48875262668366115,0.035352205398288344,0.0361573160417254,1.7202038161597917,1.786538573527068,0.004082202911376953,0.03192019462585449
71,0.9416926125106142,0.9699708454809081,0.07047394877523339,0.06636479693608872,0.0549108406453439,0.05710850616170724,1.4796699785090444,1.4606189259140252,0.006960391998291016,0.04750680923461914
72,0.9167505874454515,0.956567425569153,0.15566994585525815,0.1491420727522306,0.0431097829814334,0.04407628981950197,1.5718988512859857,1.5597692541309034,0.00791478157043457,0.09484481811523438
73,0.9075994075424405,0.9515618467419125,0.41488398415393324,0.397291616137117,0.04004520918993706,0.039010195152723796,1.7268051393901278,1.715373664579984,0.007104396820068359,0.11123871803283691
74,0.9027688978507844,0.9489002041923816,0.16459751037344397,0.15647302904564314,0.050922658061913886,0.04874038716520817,1.627135232054783,1.642946875428453,0.007013797760009766,0.07891082763671875
75,0.9646874182579126,0.9820263613366734,0.35866403977859085,0.3459986865559621,0.04034789432382945,0.039587852494577004,1.657492088529342,1.646192493906378,0.004994392395019531,0.04460000991821289
76,0.8995400847686897,0.9471135586782687,0.1511339475549256,0.13595104399498445,0.05744431418522861,0.057443609022556394,1.5394162471090622,1.5513601608061578,0.008004426956176758,0.07180261611938477
77,0.9273720056364491,0.9623176044109739,0.24755813953488373,0.22957848837209302,0.047616251761390324,0.04412788857233302,1.5997134480348825,1.5776196688330375,0.007002592086791992,0.06738138198852539
78,0.9815981598159816,0.9907136368223988,0.08584306318681319,0.08426339285714286,0.034603460346034606,0.03433520122261844,1.6145165176494247,1.6094479526050942,0.008135795593261719,0.1096808910369873
79,0.9555555555555556,0.9772727272726652,0.16094227656896243,0.15378928649923077,0.03625077591558039,0.035988047291152396,1.5602052148319514,1.5469877867605384,0.005009651184082031,0.047159433364868164
